"PEAR Console","PEAR-Konsole"
"PEAR config","PEAR-Konfiguration"
"PHP Version","PHP-Version"
"Package","Paket"
"Package %s data was successfully loaded","Paket %s Daten wurden erfolgreich geladen"
"Package Extensions","Paket-Erweiterungen"
"Package File Name","Paket-Dateiname"
"Package Info","Paketinfo"
"Package Information","Paketinformationen"
"Packages","Pakete"
"Page","Seite"
"Parent Product Thumbnail","Vorschaubild des übergeordneten Produkts"
"Passive mode","Passiver Modus"
"Password","Kennwort"
"Password Confirmation","Kennwortbestätigung"
"Password:","Kennwort:"
"Path","Pfad"
"Path:","Pfad:"
"PayPal Email","PayPal E-Mail"
"Payment Data Transfer (PDT)","Zahlungsdatenübertragung (PDT)"
"Payment method must be specified","Zahlungsart muss angegeben werden"
"Pending Tags","Ausstehende Schlagworte"
"Pending installation...","Ausstehende Installation"
"Per Item","Pro Artikel"
"Per Order","Pro Bestellung"
"Percent","Prozent"
"Performed At","Ausgeführt am"
"Period","Zeitraum"
"Permanent (301)","Permanent (301)"
"Permissions","Berechtigungen"
"Personal Information","Persönliche Informationen"
"Phone:","Telefon:"
"Please confirm site switching. All data that hasn't been saved will be lost.","Bitte bestätigen Sie den Site-Wechsel. Alle nicht gespeicherten Daten gehen verloren."
"Please enter 6 or more characters.","Bitte geben Sie 6 oder mehr Zeichen ein."
"Please enter a number greater than 0 in this field.","Bitte geben Sie eine Zahl grösser 0 in dieses Feld ein."
"Please enter a valid $ amount. For example $100.00.","Bitte geben Sie eine gültigen Geldbetrag ein. Zum Beispiel CHF 100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Bitte geben Sie eine gültige URL ein. Zum Beispiel http://www.beispiel.ch oder www.beispiel.ch"
"Please enter a valid URL. http:// is required","Bitte geben Sie eine gültige URL ein. http:// wird benötigt"
"Please enter a valid credit card number.","Bitte geben Sie eine gültige Kreditkartennummer ein."
"Please enter a valid date.","Bitte geben Sie ein gültiges Datum ein."
"Please enter a valid email address. For example johndoe@domain.com.","Bitte geben Sie eine gültige E-Mail-Adresse ein. Zum Beispiel h.muster@domain.ch."
"Please enter a valid number in this field.","Bitte geben Sie eine gültige Zahl in dieses Feld ein."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Bitte geben Sie eine gültige Telefonnummer ein. Zum Beispiel (123) 456-7890 oder 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Bitte geben Sie eine gültige AHV-Nummer ein. Zum Beispiel 123.45.678.000."
"Please enter a valid value from list","Bitte gültigen Wert aus der Liste eingeben"
"Please enter a valid value, ex: 10,20,30","Bitte gültigen Wert eingeben, Bsp: 10,20,30"
"Please enter a valid zip code.","Bitte geben Sie eine gültige Postleitzahl ein."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Bitte geben Sie eine gültige Postleitzahl ein. Zum Beispiel 8000."
"Please enter valid password.","Bitte geben Sie ein gültiges Kennwort ein."
"Please fill in 'email' field.","Bitte das Feld 'E-Mail' ausfüllen."
"Please make sure that all global admin search modules are installed and activated.","Bitte sicherstellen, daß alle globalen Amininistrations-Suchmodule installiert und aktiviert sind."
"Please make sure that your changes were saved before running the profile.","Bitte stellen Sie sicher, daß Ihre Änderungen gespeichert wurden bevor Sie das Profil ausführen."
"Please make sure your passwords match.","Bitte stellen Sie sicher, daß Ihre Kennwörter übereinstimmen."
"Please select State/Province.","Bitte Kanton wählen."
"Please select a custmer","Bitte einen Kunden wählen"
"Please select a store","Bitte einen Shop wählen"
"Please select an option.","Bitte eine Option wählen."
"Please select catalog searches","Bitte wählen Sie entsprechende Katalog-Suchanfragen aus"
"Please select customer(s)","Bitte wählen Sie entsprechende Kunden aus"
"Please select one of the above options.","Bitte wählen Sie eine der oberen Optionen."
"Please select one of the options.","Bitte wählen Sie eine der Optionen."
"Please select review(s)","Bitte wählen Sie entsprechende Kundenmeinungen aus"
"Please select tag(s)","Bitte wählen Sie entsprechende Schlagwörter aus"
"Please specify admin custom URL","Bitte die eigene Admin-URL angeben"
"Please specify at least start or end date.","Bitte geben Sie mindestens Start- oder Enddatum an."
"Please use in this field only ""a-z,0-9,_"".","Bitte nur a-z (Kleinbuchstaben), 0-9 (Ziffern) und _ (Unterstrich) in diesem Feld benutzen."
"Please use letters only (a-z) in this field.","Bitte nur Kleinbuchstaben (a-z) in diesem Feld benutzen."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Bitte verwenden Sie in diesem Feld nur Zahlen. Vermeiden Sie Leerzeichen oder andere Sonderzeichen wie Kommas etc."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Bitte nur Buchstaben (a-z) oder Zahlen (0-9) in diesem Feld verwenden. Es sind keine Leerzeichen oder andere Zeichen erlaubt."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Bitte nur Buchstaben (a-z), Zahlen (0-9) oder Leerzeichen und # in diesem Feld verwenden."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Bitte benutzen Sie dieses Datumsformat: tt/mm/jjjj. Zum Beispiel 17/03/2006 für den 17. März 2008."
"Please wait, loading...","Bitte warten, wird geladen..."
"Please wait...","Bitte warten..."
"Please, add a few answers to this poll first","Bitte fügen Sie zuerst ein paar Antworten zu dieser Umfrage hinzu"
"Please, select a store view","Bitte eine Shop-Ansicht auswählen"
"Please, select visible in stores to this poll first","Bitte wählen Sie zuerst 'sichtbar in Shops' für diese Umfrage aus"
"Poll Manager","Umfrageverwaltung"
"Poll was successfully deleted","Umfrage wurde gelöscht"
"Poll was successfully saved","Umfrage wurde gespeichert"
"Position of Watermark for %s","Position des Wasserzeichens für %s"
"Preferred state","Bevorzugter Status"
"Preparing to change $pkg, please wait...","Vorbereitungen zum wechseln von $pkg, bitte warten..."
"Prev. month (hold for menu)","Vorh. Monat (halten für Menü)"
"Prev. year (hold for menu)","Vorh. Jahr (halten für Menü)"
"Preview","Vorschau"
"Preview Template","Vorschau Vorlage"
"Previous page","Vorige Seite"
"Price","Preis"
"Price alert subscription was saved successfully","Preisbenachrichtigung wurde eingerichtet"
"Price:","Preis:"
"Primary Billing Address","Primäre Rechnungsadresse"
"Processed <strong>%s%% %s/%d</strong> items","<strong>%s%% %s/%d</strong> Artikel verarbeitet"
"Processed <strong>%s%% %s/%d</strong> records","<strong>%s%% %s/%d</strong> Datensätze bearbeitet"
"Product","Produkt"
"Product Thumbnail Itself","Produkt-Vorschaubild"
"Product:","Produkt:"
"Products","Produkte"
"Profile Action","Profil-Aktion"
"Profile Actions XML","Profil Aktionen XML"
"Profile Direction","Profil-Richtung"
"Profile History","Profil-Historie"
"Profile Information","Profil-Informationen"
"Profile Name","Profil-Name"
"Profile Wizard","Profil-Assistent"
"Profile was deleted","Profil wurde gelöscht"
"Profile was successfully saved","Profil wurde gespeichert"
"Profiles","Profile"
"Promo","Promo"
"Promotions","Promotionen"
"Provided Files","Unterstützte Dateien"
"Qty","Anzahl"
"Quantity","Anzahl"
"Queue Refresh","Warteschlange aktualisieren"
"Queued... Cancel","In Warteschlange... Abbrechen"
"Radio Buttons","Radio Buttons"
"Rates","Kurse"
"Rating was successfully deleted","Die Bewertung wurde erfolgreich gelöscht"
"Rating was successfully saved","Die Bewertung wurde erfolgreich gespeichert"
"Read details","Details lesen"
"Rebuild","Rebuild"
"Rebuild Flat Catalog Category","Flat-Katalog-Kategorie-Rebuild"
"Rebuild Flat Catalog Product","Flat-Katalog-Produkt-Rebuild"
"Recent Orders","Letzte Bestellungen"
"Recommended","Empfohlen"
"Recursive Dir","Rekursive Verzeichnis"
"Redirect","Umleitung"
"Refresh","Aktualisieren"
"Refresh Now*","Jetzt aktualisieren*"
"Region/State","Region/Staat"
"Release","Version"
"Release Info","Versionsinformationen"
"Release Stability","Stabilität"
"Release Version","Version"
"Remote Extension Info","Informationen über extern verfügbare Erweiterung"
"Remote FTP","Entfernter FTP"
"Remote URL:","Externer URL"
"Remove","Entfernen"
"Reports","Berichte"
"Request Path","Angefragter Pfad"
"Required","Pflichtfeld"
"Reset","Zurücksetzen"
"Reset Filter","Filter zurücksetzen"
"Resize","Grösse anpassen"
"Resource Access","Quellenzugriff"
"Resources","Quelle"
"Results","Ergebnisse"
"Retrieve Password","Kennwort abfragen"
"Return Html Version","Sende HTML-Version zurück"
"Revenue","Erlös"
"Role","Aufgabe"
"Role ID","Gruppenberechtigung ID"
"Role Info","Gruppenberechtigung Info"
"Role Information","Gruppenberechtigung Information"
"Role Name","Gruppenberechtigung Name"
"Role Resources","Gruppenberechtigung Quellen"
"Role Users","Gruppenberechtigung Benutzer"
"Role successfully deleted.","Gruppenberechtigung erfolgreich gelöscht."
"Role successfully saved.","Gruppenberechtigung erfolgreich gespeichert."
"Roles","Gruppenberechtigungen"
"Roles Resources","Gruppenberechtigungen Quellen"
"Rotate CCW","Im Gegenuhrzeigersinn drehen"
"Rotate CW","Im Uhrzeigersinn drehen"
"Run","Run"
"Run Profile","Starte Profil"
"Run Profile In Popup","Starte Profil in Popup"
"Run Profile Inside This Window","Starte Profil in diesem Fenster"
"Run in popup","Starte in Popup"
"Running... Kill","Läuft... Killen"
"Running:","Läuft:"
"SKU","Artikelnummer"
"SKU:","Artikelnummer"
"SSL Error: Invalid or self-signed certificate","SSL-Fehler: Ungültiges oder selbst signiertes Zertifikat"
"Sales Report","Verkaufsbericht"
"Samples","Muster"
"Save","Speichern"
"Save & Generate","Speichern & Generieren"
"Save Account","Benutzerkonto speichern"
"Save And Continue Edit","Speichern und weiter bearbeiten"
"Save As...","Speichern unter..."
"Save Config","Konfiguration speichern"
"Save Currency Rates","Währungskurse speichern"
"Save PEAR Config","PEAR-Konfiguration speichern"
"Save Profile","Profil speichern"
"Save Role","Gruppenberechtigung speichern"
"Save Template","Vorlage speichern"
"Save User","Benutzer seichern"
"Save and Continue Editing","Speichern und weiter bearbeiten"
"Save cache settings","Cache-Einstellungen speichern"
"Save data and Create Package","Daten speichern und Paket erzeugen"
"Save package with custom package file name","Paket unter eigenem Paket-Dateinamen speichern"
"Schedule Merge","Zeitplan für Zusammenführung"
"Search","Suche"
"Search Index","Suchindex"
"Search Index rebuild error. Please try again later","Suchindex Rebuild-Fehler. Bitte später nochmals versuchen"
"Search Index was rebuilt successfully","Suchindex-Rebuild erfolgreich"
"Search Term","Suchbegriff"
"Search Terms","Suchbegriffe"
"Select","Wählen"
"Select All","Alle wählen"
"Select Category","Kategorie wählen"
"Select Date","Datum wählen"
"Select Range","Bereich auswählen"
"Select Visible","Sichtbare wählen"
"Select date","Datum wählen"
"Select website from map","Website aus Zuordnung wählen"
"Select website to map","zuzuordnende Website wählen"
"Selected allow currency ""%s"" is not available in installed currencies","Die gewählte erlaubte Währung ""%s"" ist keine installierte Währungen"
"Selected base currency is not available in installed currencies","Selected base currency is not available in installed currencies"
"Selected default display currency is not available in allowed currencies","Die gewählte Standard-Währung ist nicht den erlaubten Währungen aufgeführt"
"Selected default display currency is not available in installed currencies","Standard-Anzeige-Währung ist keine installierte Währung"
"Sender","Absender"
"Separate email","Separate E-Mail"
"Shipment #%s comment added","Kommentar zu Versand Nr. %s hinzugefügt"
"Shipment #%s created","Versand Nr. %s erstellt"
"Shipment Comments","Versandkommentar"
"Shipment History","Versandprotokoll"
"Shipment was successfully created.","Versand wurde erfolgreich erstellt."
"Shipment was successfully sent.","Versand wurde erfolgreich gesendet."
"Shipping","Versand"
"Shipping Address","Versandadresse"
"Shipping Price","Versandpreis"
"Shipping address","Versandadresse"
"Shipping address selection is not applicable","Auswahl der Versandadresse ist nicht anwendbar"
"Shipping method must be specified","Versandart muss angegeben werden"
"Shipping method selection is not applicable","Auswahl der Versandart ist nicht anwendbar"
"Shipping origin","Versandursprung"
"Shopping Cart from %s","Warenkorb von %s"
"Show Report for","Zeige Bericht für"
"Show by","Zeige nach"
"Show reviews","Reviews zeigen"
"Sitemap Information","Sitemap-Informationen"
"Size for %s","Grösse für %s"
"Skip category selection","Kategorie-Auswahl überspringen"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Einige Artikel in dieser Bestellung haben verschiedene Rechnungs- und Versandtypen. Sie können den Versand erst erstellen, nachdem die Rechnung erstellt wurde."
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Einige bestellte Produkte befinden sich nicht mehr im Katalog und werden entfernt, falls Sie die Bestellung ändern."
"Sorry, this feature is coming soon...","Entschuldigung, diese Funktion folgt bald..."
"Sort Order","Sortierung"
"Specific Countries","Bestimmte Länder"
"Spreadsheet Name:","Arbeitsblatt:"
"Stability","Stabilität"
"Staging Store: ","Staging-Shop: "
"Staging Website: ","Staging-Website: "
"Start Date","Startdatum"
"Starting profile execution, please wait...","Starte Profilausführung, bitte warten..."
"State/Province:","Kanton:"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Lagermenge:"
"Stock notification was saved successfully","Lagerbenachrichtigung wurde gespeichert"
"Store","Shop"
"Store Email Addresses Section","Bereich Shop-E-Mail-Adressen"
"Store View","Shop-Ansicht"
"Store:","Shop:"
"Store: ","Shop: "
"Subject","Betreff"
"Submit","Abschicken"
"Subpackage","Unterpaket"
"Subpackage can't be conflicting","Unterpaket kann keinen Konflikt verursachen"
"Subpackages","Unterpakete"
"Subtotal","Zwischentotal"
"Subtotal Amount","Zwischentotal"
"Summary","Zusammenfassung"
"Summary:","Zusammenfassung:"
"Switch/Solo Only","Nur Switch/Solo"
"Switch/Solo card issue number: %s","Ausgabenummer Switch/Solo-Karten: %s"
"Switch/Solo card start Date: %s/%s","Startdatum Switch/Solo-Karte: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Nur Switch/Solo/Maestro(UK Domestic)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic)-Karte Ausgabenummer: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic)-Karte Startdatum: %s/%s"
"System","System"
"System Section","Bereich System"
"Tag was successfully deleted","Schlagwort wurde gelöscht"
"Tag was successfully saved","Schlagwort wurde gespeichert"
"Tags","Schlagwörter"
"Target Path","Zielpfad"
"Tax","Steuer"
"Tb","TB"
"Template","Vorlage"
"Template Content","Vorlage Inhalt"
"Template Information","Vorlage Information"
"Template Name","Vorlage Name"
"Template Subject","Vorlage Betreff"
"Template Type","Vorlage Typ"
"Temporary (302)","Temporär (302)"
"Text","Text"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Die Archivdatei kann unter Windows mit <a href=""%s"">%s</a> dekomprimiert werden"
"The information in this tab has been changed.","Die Informationen in diesem Tab wurden geändert."
"This account is","Dieses Benutzerkonto ist"
"This account is inactive.","Dieses Konto ist inaktiv."
"This attribute set don't have attributes which we can use for configurable product","Dieses Attributset beinhaltet keine Attribute, die für ein konfigurierbaren Produkt verwendet werden können"
"This attribute shares the same value in all the stores","Dieses Attribut teilt denselben Wert in allen Shops"
"This is a required field.","Dies ist ein Pflichtfeld."
"This product is currently disabled","Dieses Produkt ist zur Zeit inaktiv"
"This section is not allowed.","Dieser Bereich ist nicht erlaubt."
"This tab contains invalid data. Please solve the problem before saving.","Dieser Tab enthält ungültige Daten. Bitte vor dem Speichern korrigieren."
"This user no longer exists","Dieser Benutzer existiert nicht mehr"
"Thumbnail","Vorschaubild"
"Time","Zeit"
"Time selection:","Zeitauswahl:"
"Time:","Zeit:"
"To","Bis"
"Toggle Editor","Editor umschalten"
"Tools","Werkzeuge"
"Top 5 Search Terms","Top 5 Suchbegriffe"
"Total","Gesamtbetrag"
"Total %d records found","Insgesamt %d Einträge gefunden"
"Total Amount","Gesamtbetrag"
"Total Invoiced","Rechnungsgesamtbetrag"
"Total Order Amount","Bestellgesamtbetrag"
"Total Refunded","Gesamterstattung"
"Total of %d record(s) were successfully deleted","Alle %d Aufzeichnung(en) wurden erfolgreich gelöscht"
"Total of %d record(s) were successfully updated","Alle %d Aufzeichnung(en) wurden erfolgreich aktualisiert"
"Track order","Bestellung verfolgen"
"Track this shipment","Sendung verfolgen"
"Tracking number %s for %s assigned","Tracking-Nummer %s an %s zugewiesen"
"Tracking number can not be empty.","Tracking-nummer darf nicht leer sein."
"Transactional Emails","Transaktions-E-Mails"
"Type","Typ"
"Type:","Typ:"
"Unable to find a poll to delete","Ich konnte keine Umfrage zum Löschen finden"
"Unable to find a tag to delete","Es wurde kein Schlagwort zum Löschen gefunden"
"Unable to find a user to delete","Konnte keinen Benutzer zum Löschen finden"
"Unable to initialize import model","Konnte Importmodell nicht initialisieren"
"Unable to save Cron expression","Kann Cron-Ausdruck nicht speichern"
"Uninstall","Deinstallieren"
"Uninstalling $pkg, please wait...","Deinstallation von $pkg, bitte warten..."
"Uninstalling selected packages, please wait...","Deinstallation der gewählten Pakete, bitte warten..."
"Unknown","Unbekannt"
"Unknown error","Unbekannter Fehler"
"Unselect All","Alle abwählen"
"Unselect Visible","Sichtbare abwählen"
"Update","Update"
"Updated At","Aktualisiert um"
"Upgrade","Akualisierung"
"Upgrade All Available Packages","Alle verfügbaren Pakete aktualisieren"
"Upgrade all available packages","Alle verfügbaren Erweiterungen aktualisieren"
"Upgrade all packages","Alle Pakete aktualisieren"
"Upgrading $pkg, please wait...","Aktualisierung von $pkg, bitte warten..."
"Upgrading all available packages, please wait...","Aktualisierung aller verfügbaren Pakete, bitte warten..."
"Upgrading all packages, please wait...","Aktualisierung aller Pakete, bitte warten..."
"Upgrading selected packages, please wait...","Aktualisierung der gewählten Pakete, bitte warten..."
"Upload File","Datei hochladen"
"Upload Files","Dateien hochladen"
"Upload HTTP Error","HTTP-Fehler beim Hochladen"
"Upload I/O Error","I/O-Fehler beim Hochladen"
"Upload Local File","Lokale Datei hochladen"
"Upload Security Error","Sicherheitsverletzung beim Hochladen"
"Upload and Install","Hochladen und installieren"
"Upload import file","Importdatei hochladen"
"Upload local file:","Lokale Datei hochladen:"
"Url Rewrite Management","URL-Rewrite-Verwaltung"
"Urlrewrite Information","URL-Rewrite-Information"
"Use Config Settings","Konfigurationseinstellungen benutzen"
"Use Default Value","Verwende Standardwert"
"Use default","Standard verwenden"
"Use website","Website verwenden"
"User","Benutzer"
"User Email","Benutzer E-Mail"
"User ID","Benutzer ID"
"User Info","Benutzer Info"
"User Information","Benutzerinformationen"
"User Name","Benutzer Name"
"User Name:","Benutzer Name:"
"User Role","Benutzer Gruppenberechtigung"
"User Roles","Benutzer Gruppenberechtigungen"
"User Roles Information","Benutzer Gruppenberechtigungen Information"
"User name","Benutzer Name"
"User was successfully deleted","Benutzer wurde gelöscht"
"User was successfully saved","Benutzer wurde gespeichert"
"User with the same User Name or Email aleady exists","Benutzer mit identischem Benutzernamen oder E-Mail existiert bereits"
"Users","Benutzer"
"Value","Wert"
"Value Delimiter:","Wert-Trenner:"
"Version","Version"
"Version:","Version:"
"View","Zeige"
"View Actions XML","Zeige XML der Aktion"
"View Statistics for","Zeige Statistiken für"
"Visibility:","Sichtbarkeit:"
"Warning! Empty value can cause problems with CSV format.","Warnung! Leerer Wert kann Probleme mit dem CSV-Format hervorrufen."
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Warning: Please don't close window during importing/exporting data","Warnung: Bitte schliessen Sie das Fenster nicht während des Import/Export-Vorgangs"
"Watermark File for %s","Wasserzeichen-Datei für %s"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","Wir arbeiten wie die Wilden an unseren Programmierstationen an neuen Features für Magento. Danke für Deine Geduld."
"Web Section","Bereich Web"
"Web Services","Webdienste"
"Web services","Webdienste"
"Website","Website"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Shops"
"What is this?","Was ist das?"
"Wishlist Report","Wunschzettel-Bericht"
"Wrong column format","Falsches Spaltenformat"
"Wrong tab configuration","Falsche Tab-Konfiguration"
"XML","XML"
"YTD","seit Jahresbeginn"
"Year","Jahr"
"Yes","Ja"
"Yes (only price with tax)","Ja (nur Preis mit Steuer)"
"You can not delete self assigned roles.","Sie können keine selbst zugeteilten Rollen löschen."
"You cannot delete account of yourself","Löschen des eigenen Benutzerkontos ist nicht möglich"
"You have","Sie haben"
"You have not enought permissions to login.","Sie besitzen keine ausreichenden Rechte für eine Anmeldung."
"You have not enought permissions to use this functionality.","Sie besitzen keine ausreichenden Rechte um diese Funktion zu benutzen."
"You need specify carrier.","Bote muss angegeben werden."
"You need to specify order items","Bestellungsartikel müssen angegeben werden"
"You successfully logged out.","Ihre Abmeldung war erfolgreich."
"Your answers contain duplicates.","Ihre Antworten enthalten Duplikate."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Ihre PHP-Servereinstellungen erlauben das hochladen von gleichzeitig maximal %s Dateien. Bitte passen Sie die Werte für post_max_size (aktuell %s) und upload_max_filesize (aktuell %s) im php.ini an, wenn Sie grössere Dateien hochladen wollen."
"Zip/Postal Code","PLZ"
"Zip/Postal Code:","PLZ:"
"[ deleted ]","[ gelöscht ]"
"[deleted]","[gelöscht]"
"b","B"
"close","close"
"critical","kritisch"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"from","von"
"images/logo.gif","images/logo.gif"
"items selected","Artikel ausgewählt"
"major","gross"
"md5sum","Prüfsumme (MD5)"
"minor","klein"
"notice","Bemerkung"
"of %s pages","von %s Seiten"
"or","oder"
"per page","pro Seite"
"store(%s) scope","Geltungsbereich Shop (%s) "
"to","bis"
"website(%s) scope","Website (%s) Geltungsbereich"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} wird zur Nutzung als Angabe der Base Unsecure Url / Base Secure Url in der produktiven Umgebung nicht empfohlen. Es wird dringend geraten diesen Wert in Ihrer Magento <a href=""%s"">Konfiguration</a> anzupassen."
